province,place,activity,description,primary_type,sub_types
Hà Tĩnh,Khu di tích Nguyễn Du,Tham quan bảo tàng; tìm hiểu về Truyện Kiều,Khu di tích lưu niệm Đại thi hào Nguyễn Du là nơi gìn giữ những hiện vật và tư liệu quý giá về cuộc đời và sự nghiệp của danh nhân văn hóa thế giới. Du khách sẽ được nghe kể về lịch sử dòng họ Nguyễn Tiên Điền và nguồn cảm hứng tạo nên tác phẩm bất hủ.,Văn hóa,Lịch sử
Hà Tĩnh,Biển Xuân Thành,Tắm biển; xem đua chó; chơi golf,"Biển Xuân Thành nổi tiếng với làn nước xanh và độ mặn vừa phải, bờ cát mịn màng dài hàng cây số. Ngoài tắm biển, du khách còn có thể trải nghiệm các dịch vụ giải trí hiện đại như đua chó, đánh golf và thưởng thức đặc sản biển miền Trung.",Biển Đảo,Giải trí - Nghỉ dưỡng
Quảng Trị,Đảo Cồn Cỏ,Tham quan cột mốc chủ quyền; lặn ngắm san hô đen,"Đảo Cồn Cỏ là hòn đảo tiền tiêu của Tổ quốc, mang vẻ đẹp hoang sơ với hệ sinh thái rừng ngập mặn và những rặng san hô đen quý hiếm. Đây là điểm đến ý nghĩa để du khách tìm hiểu về lịch sử giữ đảo hào hùng và tận hưởng không gian biển vắng.",Biển Đảo,Sinh thái - Thiên nhiên;Lịch sử
Quảng Trị,Thác Chênh Vênh,Trekking rừng; tắm thác; cắm trại dã ngoại,"Thác Chênh Vênh nằm dưới chân đèo Sa Mù, mang vẻ đẹp hoang dại với dòng nước trắng xóa đổ xuống hồ nước xanh trong veo giữa rừng già. Đây là nơi tuyệt vời cho những chuyến picnic, trốn cái nắng hè và cảm nhận sự hùng vĩ của thiên nhiên biên giới.",Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm
Thừa Thiên Huế,Rừng Rú Chá,Đi thuyền xuyên rừng ngập mặn; chụp ảnh cây Chá,"Rú Chá là khu rừng ngập mặn nguyên sinh duy nhất còn sót lại trên phá Tam Giang. Vào mùa thu, rừng cây Chá thay lá chuyển sang sắc vàng rực rỡ, tạo nên một không gian huyền ảo và lãng mạn thu hút hàng ngàn nhiếp ảnh gia.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Quảng Nam,Khe Lim,Tắm suối; ngắm cảnh vách đá; dã ngoại,"Khe Lim hấp dẫn du khách bởi dòng suối chảy qua những rặng đá granit lớn nhỏ, tạo nên nhiều tầng thác đẹp mắt. Làn nước mát lạnh và không gian rừng núi xanh mướt xung quanh mang lại sự thư thái tuyệt đối cho những ai yêu thích khám phá.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Quảng Nam,Đỉnh Quế,Săn mây; ngắm toàn cảnh Tây Giang; chụp ảnh mây ngàn,"Đỉnh Quế là điểm cao nhất của huyện vùng biên Tây Giang, nơi du khách có thể chạm tay vào mây trời và ngắm nhìn dãy Trường Sơn hùng vĩ. Không gian se lạnh và mây mù bao phủ tạo nên cảm giác như đang đứng giữa chốn bồng lai tiên cảnh.",Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm
Điện Biên,Đèo Pha Đin,Phượt xe máy; ngắm hoa ôn đới; săn mây,"Đèo Pha Đin được mệnh danh là một trong tứ đại đỉnh đèo của Việt Nam, nối liền hai tỉnh Sơn La và Điện Biên. Với cung đường uốn lượn hiểm trở và cảnh quan núi non hùng vĩ, đây là điểm đến mơ ước của mọi phượt thủ muốn chinh phục thiên nhiên Tây Bắc.",Mạo hiểm - Trải nghiệm,Sinh thái - Thiên nhiên
Điện Biên,Hồ Pá Khoang,Đi thuyền trên hồ; dã ngoại; ngắm hoa anh đào,"Hồ Pá Khoang nằm giữa thung lũng Mường Thanh hào hùng, được bao quanh bởi các bản làng dân tộc Thái. Đây là điểm du lịch sinh thái tuyệt vời với khí hậu mát mẻ và đảo hoa đào rực rỡ sắc xuân, mang lại không gian thư giãn tĩnh tại.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Điện Biên,Bản Mèn,Tìm hiểu văn hóa người Thái; dệt thổ cẩm; ăn cơm lam,"Bản Mèn là một bản văn hóa tiêu biểu của người Thái đen tại Điện Biên với những ngôi nhà sàn truyền thống độc đáo. Du khách sẽ được trải nghiệm nếp sống bản địa, xem các nghệ nhân dệt thổ cẩm và thưởng thức những món ăn đặc sản vùng cao.",Văn hóa,Ẩm thực
Điện Biên,Bảo tàng Chiến thắng lịch sử Điện Biên Phủ,Tham quan hiện vật; xem tranh panorama; tìm hiểu lịch sử,"Bảo tàng là nơi lưu giữ những hình ảnh và hiện vật chân thực về chiến thắng 'Lừng lẫy năm châu, chấn động địa cầu'. Điểm nhấn đặc biệt là bức tranh Panorama tái hiện toàn cảnh chiến dịch Điện Biên Phủ vô cùng sống động và hoành tráng.",Văn hóa,Lịch sử
Lai Châu,Đèo Ô Quy Hồ (phần Lai Châu),Ngắm hoàng hôn; săn mây; chụp ảnh đỉnh đèo,"Ô Quy Hồ là con đèo dài nhất Việt Nam, đoạn thuộc Lai Châu nổi tiếng với các khu du lịch cổng trời và cầu kính hiện đại. Đứng từ đỉnh đèo, du khách có thể thu vào tầm mắt biển mây bồng bềnh và thung lũng sâu thẳm giữa dãy Hoàng Liên Sơn.",Mạo hiểm - Trải nghiệm,Sinh thái - Thiên nhiên
Lai Châu,Cầu kính Rồng Mây,Trải nghiệm đi bộ trên kính; ngắm vực sâu,"Cầu kính Rồng Mây là công trình cầu kính cao nhất Việt Nam, tọa lạc trên đỉnh đèo Ô Quy Hồ. Trải nghiệm bước đi trên kính trong suốt ở độ cao hàng ngàn mét sẽ mang lại cảm giác phấn khích tột độ cùng tầm nhìn ngoạn mục xuống núi rừng.",Mạo hiểm - Trải nghiệm,Giải trí - Nghỉ dưỡng
Lai Châu,Đỉnh Pu Si Lung,Trekking leo núi; khám phá rừng nguyên sinh,"Pu Si Lung là một trong những đỉnh núi cao và khó chinh phục nhất Việt Nam nằm sát biên giới. Hành trình leo núi đưa du khách qua những cánh rừng nguyên sinh rậm rạp và những dòng suối trong vắt, mang lại cảm giác chinh phục thực thụ.",Mạo hiểm - Trải nghiệm,Sinh thái - Thiên nhiên
Lai Châu,Sìn Hồ,Tham quan chợ phiên; tắm lá thuốc; ngắm ruộng bậc thang,Sìn Hồ được ví như Sa Pa của Lai Châu với khí hậu quanh năm mát mẻ và sương mù bao phủ. Du khách sẽ được trải nghiệm phiên chợ vùng cao rực rỡ sắc màu thổ cẩm và thư giãn với dịch vụ tắm lá thuốc truyền thống của đồng bào người Dao.,Văn hóa,Giải trí - Nghỉ dưỡng
Lào Cai,Y Tý,Săn mây; chụp ảnh nhà trình tường; ngắm lúa chín,"Y Tý là xã biên giới nằm trên độ cao hơn 2.000m, nổi tiếng với biển mây tràn qua các bản làng người Hà Nhì. Những ngôi nhà trình tường hình nấm độc đáo và những thửa ruộng bậc thang kỳ vĩ tạo nên vẻ đẹp hoang sơ, thoát tục.",Sinh thái - Thiên nhiên,Văn hóa
Yên Bái,Đèo Khau Phạ,Ngắm lúa từ đỉnh đèo; bay dù lượn; săn mây,"Khau Phạ là cung đường đèo hiểm trở bậc nhất Yên Bái, nơi diễn ra lễ hội dù lượn 'Bay trên mùa vàng' hàng năm. Đứng từ đỉnh đèo, du khách có thể chiêm ngưỡng thung lũng Lìm Mông vàng rực mùa lúa chín đẹp như một bức tranh thủy mặc.",Mạo hiểm - Trải nghiệm,Sinh thái - Thiên nhiên
Yên Bái,Suối Giàng,Tham quan cây chè cổ thụ; thưởng thức chè Shan Tuyết,"Suối Giàng nằm trên độ cao hơn 1.300m, là quê hương của những gốc chè Shan Tuyết cổ thụ hàng trăm năm tuổi. Du khách sẽ được tìm hiểu nghệ thuật sao chè thủ công của người Mông và thưởng thức vị trà đậm đà giữa không gian mây ngàn.",Văn hóa,Ẩm thực
Yên Bái,Bản Lướt,Tắm khoáng nóng; ngủ nhà sàn; tham gia lễ hội Thái,"Bản Lướt tại Nghĩa Lộ nổi tiếng với nguồn nước khoáng nóng tự nhiên chảy ra từ lòng đất. Đây là nơi tuyệt vời để du khách thư giãn cơ thể, tìm hiểu nét văn hóa đặc sắc của đồng bào Thái trắng và thưởng thức ẩm thực mường Lò.",Giải trí - Nghỉ dưỡng,Văn hóa
Hòa Bình,Đèo Thung Khe,Check-in đá trắng; ăn ngô nướng; ngắm thung lũng Mai Châu,Đèo Thung Khe hay còn gọi là đèo Đá Trắng với cảnh quan lạ mắt như ở trời Âu khi các vách núi bị phủ một lớp đá vôi trắng xóa. Đây là điểm dừng chân thú vị để du khách ngắm nhìn toàn cảnh thung lũng Mai Châu thơ mộng từ trên cao.,Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Hòa Bình,Động Thác Bờ,Tham quan hang động; lễ đền Chúa Thác Bờ,Động Thác Bờ nằm trong quần thể khu du lịch hồ Hòa Bình với hệ thống thạch nhũ kỳ ảo và không gian tâm linh linh thiêng. Du khách thường đến đây bằng thuyền để vãn cảnh sông nước hữu tình và cầu bình an tại đền thờ Chúa Thác Bờ.,Tâm linh,Sinh thái - Thiên nhiên
Sơn La,Rừng thông bản Áng,Cắm trại; đạp xe; hái dâu tây; chụp ảnh,"Rừng thông bản Áng tại Mộc Châu được ví như một Đà Lạt thu nhỏ với hồ nước phẳng lặng và những rặng thông xanh mướt. Đây là địa điểm lý tưởng để dã ngoại, trải nghiệm hái dâu tại vườn và cảm nhận không khí mát lành của thảo nguyên.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Sơn La,Cầu kính Tình yêu,Đi bộ trên kính; chụp ảnh nghệ thuật,"Cầu kính Tình yêu tại Mộc Châu là cây cầu kính đầu tiên của Việt Nam với thiết kế 5D độc đáo. Cầu vắt qua dòng thác Dải Yếm, mang lại cho du khách trải nghiệm mạo hiểm nhẹ nhàng và những góc chụp ảnh lãng mạn giữa núi rừng.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm
Sơn La,Tà Xua,Săn mây sống lưng khủng long; chụp ảnh cổng trời,Tà Xua là thiên đường mây nổi tiếng nhất miền Bắc với những dải mây trắng muốt bồng bềnh cuộn trào quanh các đỉnh núi. Chinh phục sống lưng khủng long hiểm trở để đón bình minh giữa biển mây là trải nghiệm không thể nào quên.,Mạo hiểm - Trải nghiệm,Sinh thái - Thiên nhiên
Nghệ An,Quảng trường Hồ Chí Minh,Tham quan tượng đài; dạo bộ; tham dự sự kiện văn hóa,"Quảng trường Hồ Chí Minh tại thành phố Vinh là công trình văn hóa lớn mang ý nghĩa chính trị sâu sắc. Với tượng đài Bác Hồ uy nghiêm và khuôn viên rộng lớn, đây là trung tâm sinh hoạt văn hóa và là niềm tự hào của người dân xứ Nghệ.",Văn hóa,Giải trí - Nghỉ dưỡng
Nghệ An,Đảo Chè Thanh Chương,Đi thuyền tham quan đồi chè; chụp ảnh,Đảo Chè Thanh Chương được ví như vịnh Hạ Long trên cạn của miền Trung với hàng chục ốc đảo chè xanh mướt giữa lòng hồ nước. Ngồi thuyền len lỏi qua các đồi chè tròn trịa và hít thở mùi hương trà thơm nồng là trải nghiệm vô cùng thư thái.,Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Nghệ An,Kim Liên - Nam Đàn,Tham quan quê Nội - quê Ngoại Bác Hồ,Khu di tích Kim Liên là nơi lưu giữ những kỷ niệm về thời niên thiếu của Chủ tịch Hồ Chí Minh. Những ngôi nhà tranh vách đất giản dị dưới rặng tre xanh mang lại cảm giác xúc động và lòng biết ơn sâu sắc của mỗi người dân Việt khi ghé thăm.,Văn hóa,Lịch sử
Hà Tĩnh,Khu di tích Hải Thượng Lãn Ông,Tham quan mộ và tượng đài; tìm hiểu y học cổ truyền,Khu di tích tưởng niệm đại danh y Lê Hữu Trác nằm trong không gian yên bình của vùng núi Hương Sơn. Đây là nơi du khách tìm hiểu về cuộc đời tận tụy vì y đức của ông và vãn cảnh kiến trúc tâm linh trang nghiêm giữa núi rừng.,Văn hóa,Lịch sử;Tâm linh
Hà Tĩnh,Hồ Kẻ Gỗ,Đi thuyền dạo hồ; dã ngoại ven hồ; viếng đền Lê Duẩn,"Hồ Kẻ Gỗ không chỉ là công trình thủy lợi lớn mà còn là khu bảo tồn thiên nhiên với thảm thực vật phong phú. Du khách có thể du ngoạn trên mặt hồ mênh mông, tham quan đền thờ cố Tổng bí thư Lê Duẩn và tận hưởng sự tĩnh lặng tuyệt đối.",Sinh thái - Thiên nhiên,Giải trí - Nghỉ dưỡng
Quảng Bình,Động Phong Nha,Đi thuyền xuyên hang; ngắm thạch nhũ,Động Phong Nha là biểu tượng của du lịch Quảng Bình với hệ thống sông ngầm dài nhất và những khối thạch nhũ kỳ ảo được thiên nhiên tạo tác hàng triệu năm. Ngồi thuyền xuôi dòng sông Son vào lòng hang mang lại cảm giác như lạc vào cõi tiên.,Sinh thái - Thiên nhiên,Mạo hiểm - Trải nghiệm
Quảng Trị,Cầu Hiền Lương - Sông Bến Hải,Tham quan cột cờ; vĩ tuyến 17; tìm hiểu lịch sử,"Cầu Hiền Lương bắc qua sông Bến Hải là nhân chứng lịch sử về sự chia cắt đất nước suốt 20 năm chiến tranh. Du khách đến đây để nghe kể về những câu chuyện anh dũng, cảm nhận nỗi đau chia cắt và ý nghĩa lớn lao của khát vọng thống nhất.",Văn hóa,Lịch sử
Thừa Thiên Huế,Đại Nội Huế,Tham quan cung điện; xem nhã nhạc; chụp ảnh cổ phục,"Đại Nội là trái tim của di sản cố đô Huế, nơi lưu giữ những công trình kiến trúc hoàng cung lộng lẫy của triều Nguyễn. Du khách sẽ được khám phá đời sống cung đình xưa, tìm hiểu về các nghi lễ và cảm nhận vẻ đẹp trầm mặc của kinh thành cổ.",Văn hóa,Lịch sử
Quảng Ngãi,Biển Mỹ Khê (Quảng Ngãi),Tắm biển; ăn hải sản; dạo bộ rừng dương,"Biển Mỹ Khê tại Quảng Ngãi mang vẻ đẹp hoang sơ với bãi cát trắng mịn trải dài và hàng dương xanh ngắt rì rào. Đây là nơi lý tưởng để thưởng thức đặc sản cá bống sông Trà và tận hưởng không gian biển thanh bình, chưa quá đông đúc.",Biển Đảo,Giải trí - Nghỉ dưỡng
Quảng Ngãi,Biển Sa Huỳnh,Tắm biển; thăm muối Sa Huỳnh; tìm hiểu văn hóa cổ,"Sa Huỳnh nổi tiếng với bãi biển hình vầng trăng khuyết và những cánh đồng muối trắng tinh khôi. Đây cũng là nơi có bảo tàng văn hóa Sa Huỳnh, giúp du khách tìm hiểu về một trong ba cái nôi văn minh cổ xưa nhất của Việt Nam.",Biển Đảo,Văn hóa;Lịch sử
Quảng Ngãi,Khu di tích Sơn Mỹ,Dâng hương; tham quan bảo tàng; tìm hiểu lịch sử,Khu chứng tích Sơn Mỹ là nơi ghi dấu vụ thảm sát tàn khốc trong chiến tranh Việt Nam. Không gian tĩnh lặng với những hiện vật sống động là lời nhắc nhở về giá trị của hòa bình và là điểm đến mang tính giáo dục sâu sắc cho khách quốc tế.,Văn hóa,Lịch sử
Phú Yên,Vịnh Xuân Đài,Tham quan gành đá; tắm biển; ăn hải sản tươi sống,"Vịnh Xuân Đài mang vẻ đẹp thơ mộng với nhiều vũng, vịnh, gành đá hình thù độc đáo ẩn hiện bên biển xanh ngắt. Du khách có thể khám phá làng nghề nước mắm truyền thống và thưởng thức tôm hùm đặc sản tươi ngon ngay tại các bè cá trên vịnh.",Biển Đảo,Sinh thái - Thiên nhiên;Ẩm thực
Khánh Hòa,Đảo Bình Ba,Tắm bãi Nồm; lặn ngắm san hô; ăn tôm hùm,Bình Ba được mệnh danh là 'đảo quốc tôm hùm' với làn nước trong vắt và bãi cát trắng mịn. Đây là điểm đến lý tưởng để lặn ngắm san hô tại bãi Nhà Cũ và trải nghiệm cuộc sống dân dã của ngư dân đảo trong không gian yên tĩnh.,Biển Đảo,Ẩm thực;Giải trí - Nghỉ dưỡng
